air_temp,dni,ghi,period_end,period
12,536,239,2023-02-23T13:00:00Z,PT60M
13,233,360,2023-02-23T14:00:00Z,PT60M
14,204,541,2023-02-23T15:00:00Z,PT60M
15,15,533,2023-02-23T16:00:00Z,PT60M
16,1,535,2023-02-23T17:00:00Z,PT60M
17,45,624,2023-02-23T18:00:00Z,PT60M
18,0,324,2023-02-23T19:00:00Z,PT60M
19,0,404,2023-02-23T20:00:00Z,PT60M
17,219,512,2023-02-23T21:00:00Z,PT60M
16,7,205,2023-02-23T22:00:00Z,PT60M
16,73,129,2023-02-23T23:00:00Z,PT60M
15,0,5,2023-02-24T00:00:00Z,PT60M
15,0,0,2023-02-24T01:00:00Z,PT60M
14,0,0,2023-02-24T02:00:00Z,PT60M
14,0,0,2023-02-24T03:00:00Z,PT60M
13,0,0,2023-02-24T04:00:00Z,PT60M
13,0,0,2023-02-24T05:00:00Z,PT60M
12,0,0,2023-02-24T06:00:00Z,PT60M
12,0,0,2023-02-24T07:00:00Z,PT60M
11,0,0,2023-02-24T08:00:00Z,PT60M
11,0,0,2023-02-24T09:00:00Z,PT60M
10,0,0,2023-02-24T10:00:00Z,PT60M
10,0,0,2023-02-24T11:00:00Z,PT60M
10,32,25,2023-02-24T12:00:00Z,PT60M
11,482,235,2023-02-24T13:00:00Z,PT60M
14,745,514,2023-02-24T14:00:00Z,PT60M
16,866,762,2023-02-24T15:00:00Z,PT60M
18,927,951,2023-02-24T16:00:00Z,PT60M
19,943,1062,2023-02-24T17:00:00Z,PT60M
20,933,1090,2023-02-24T18:00:00Z,PT60M
20,805,994,2023-02-24T19:00:00Z,PT60M
20,518,781,2023-02-24T20:00:00Z,PT60M
19,467,603,2023-02-24T21:00:00Z,PT60M
18,580,423,2023-02-24T22:00:00Z,PT60M
16,235,153,2023-02-24T23:00:00Z,PT60M
15,0,7,2023-02-25T00:00:00Z,PT60M
15,0,0,2023-02-25T01:00:00Z,PT60M
14,0,0,2023-02-25T02:00:00Z,PT60M
14,0,0,2023-02-25T03:00:00Z,PT60M
14,0,0,2023-02-25T04:00:00Z,PT60M
14,0,0,2023-02-25T05:00:00Z,PT60M
14,0,0,2023-02-25T06:00:00Z,PT60M
14,0,0,2023-02-25T07:00:00Z,PT60M
13,0,0,2023-02-25T08:00:00Z,PT60M
13,0,0,2023-02-25T09:00:00Z,PT60M
12,0,0,2023-02-25T10:00:00Z,PT60M
11,0,0,2023-02-25T11:00:00Z,PT60M
11,0,17,2023-02-25T12:00:00Z,PT60M
11,359,221,2023-02-25T13:00:00Z,PT60M
14,694,506,2023-02-25T14:00:00Z,PT60M
16,813,751,2023-02-25T15:00:00Z,PT60M
18,793,912,2023-02-25T16:00:00Z,PT60M
19,616,944,2023-02-25T17:00:00Z,PT60M
20,441,900,2023-02-25T18:00:00Z,PT60M
20,354,821,2023-02-25T19:00:00Z,PT60M
20,116,621,2023-02-25T20:00:00Z,PT60M
19,191,517,2023-02-25T21:00:00Z,PT60M
18,76,264,2023-02-25T22:00:00Z,PT60M
17,0,46,2023-02-25T23:00:00Z,PT60M
16,0,3,2023-02-26T00:00:00Z,PT60M
15,0,0,2023-02-26T01:00:00Z,PT60M
14,0,0,2023-02-26T02:00:00Z,PT60M
14,0,0,2023-02-26T03:00:00Z,PT60M
14,0,0,2023-02-26T04:00:00Z,PT60M
14,0,0,2023-02-26T05:00:00Z,PT60M
14,0,0,2023-02-26T06:00:00Z,PT60M
13,0,0,2023-02-26T07:00:00Z,PT60M
13,0,0,2023-02-26T08:00:00Z,PT60M
12,0,0,2023-02-26T09:00:00Z,PT60M
11,0,0,2023-02-26T10:00:00Z,PT60M
11,0,0,2023-02-26T11:00:00Z,PT60M
11,0,23,2023-02-26T12:00:00Z,PT60M
11,481,241,2023-02-26T13:00:00Z,PT60M
13,755,521,2023-02-26T14:00:00Z,PT60M
16,845,764,2023-02-26T15:00:00Z,PT60M
17,661,872,2023-02-26T16:00:00Z,PT60M
19,561,928,2023-02-26T17:00:00Z,PT60M
20,323,849,2023-02-26T18:00:00Z,PT60M
20,30,526,2023-02-26T19:00:00Z,PT60M
20,27,480,2023-02-26T20:00:00Z,PT60M
20,1,354,2023-02-26T21:00:00Z,PT60M
18,16,274,2023-02-26T22:00:00Z,PT60M
17,0,101,2023-02-26T23:00:00Z,PT60M
16,0,6,2023-02-27T00:00:00Z,PT60M
15,0,0,2023-02-27T01:00:00Z,PT60M
15,0,0,2023-02-27T02:00:00Z,PT60M
14,0,0,2023-02-27T03:00:00Z,PT60M
14,0,0,2023-02-27T04:00:00Z,PT60M
14,0,0,2023-02-27T05:00:00Z,PT60M
14,0,0,2023-02-27T06:00:00Z,PT60M
14,0,0,2023-02-27T07:00:00Z,PT60M
13,0,0,2023-02-27T08:00:00Z,PT60M
12,0,0,2023-02-27T09:00:00Z,PT60M
12,0,0,2023-02-27T10:00:00Z,PT60M
12,0,0,2023-02-27T11:00:00Z,PT60M
12,0,17,2023-02-27T12:00:00Z,PT60M
12,171,193,2023-02-27T13:00:00Z,PT60M
14,166,370,2023-02-27T14:00:00Z,PT60M
16,32,422,2023-02-27T15:00:00Z,PT60M
17,65,517,2023-02-27T16:00:00Z,PT60M
18,300,812,2023-02-27T17:00:00Z,PT60M
19,278,820,2023-02-27T18:00:00Z,PT60M
19,267,777,2023-02-27T19:00:00Z,PT60M
19,189,643,2023-02-27T20:00:00Z,PT60M
20,357,573,2023-02-27T21:00:00Z,PT60M
18,141,321,2023-02-27T22:00:00Z,PT60M
16,0,84,2023-02-27T23:00:00Z,PT60M
15,0,4,2023-02-28T00:00:00Z,PT60M
15,0,0,2023-02-28T01:00:00Z,PT60M
15,0,0,2023-02-28T02:00:00Z,PT60M
15,0,0,2023-02-28T03:00:00Z,PT60M
14,0,0,2023-02-28T04:00:00Z,PT60M
14,0,0,2023-02-28T05:00:00Z,PT60M
14,0,0,2023-02-28T06:00:00Z,PT60M
14,0,0,2023-02-28T07:00:00Z,PT60M
14,0,0,2023-02-28T08:00:00Z,PT60M
13,0,0,2023-02-28T09:00:00Z,PT60M
13,0,0,2023-02-28T10:00:00Z,PT60M
13,0,0,2023-02-28T11:00:00Z,PT60M
13,2,22,2023-02-28T12:00:00Z,PT60M
13,24,151,2023-02-28T13:00:00Z,PT60M
14,0,171,2023-02-28T14:00:00Z,PT60M
16,0,288,2023-02-28T15:00:00Z,PT60M
16,0,362,2023-02-28T16:00:00Z,PT60M
16,0,316,2023-02-28T17:00:00Z,PT60M
16,0,116,2023-02-28T18:00:00Z,PT60M
16,0,333,2023-02-28T19:00:00Z,PT60M
16,0,193,2023-02-28T20:00:00Z,PT60M
16,0,85,2023-02-28T21:00:00Z,PT60M
15,0,89,2023-02-28T22:00:00Z,PT60M
15,0,34,2023-02-28T23:00:00Z,PT60M
15,0,2,2023-03-01T00:00:00Z,PT60M
15,0,0,2023-03-01T01:00:00Z,PT60M
15,0,0,2023-03-01T02:00:00Z,PT60M
14,0,0,2023-03-01T03:00:00Z,PT60M
14,0,0,2023-03-01T04:00:00Z,PT60M
14,0,0,2023-03-01T05:00:00Z,PT60M
14,0,0,2023-03-01T06:00:00Z,PT60M
14,0,0,2023-03-01T07:00:00Z,PT60M
13,0,0,2023-03-01T08:00:00Z,PT60M
13,0,0,2023-03-01T09:00:00Z,PT60M
12,0,0,2023-03-01T10:00:00Z,PT60M
12,0,0,2023-03-01T11:00:00Z,PT60M
13,0,10,2023-03-01T12:00:00Z,PT60M
14,0,84,2023-03-01T13:00:00Z,PT60M
14,0,148,2023-03-01T14:00:00Z,PT60M
16,0,212,2023-03-01T15:00:00Z,PT60M
18,0,344,2023-03-01T16:00:00Z,PT60M
18,8,527,2023-03-01T17:00:00Z,PT60M
18,0,284,2023-03-01T18:00:00Z,PT60M
18,0,229,2023-03-01T19:00:00Z,PT60M
17,0,217,2023-03-01T20:00:00Z,PT60M
17,0,261,2023-03-01T21:00:00Z,PT60M
17,1,225,2023-03-01T22:00:00Z,PT60M
16,0,108,2023-03-01T23:00:00Z,PT60M
16,1,7,2023-03-02T00:00:00Z,PT60M
15,0,0,2023-03-02T01:00:00Z,PT60M
15,0,0,2023-03-02T02:00:00Z,PT60M
14,0,0,2023-03-02T03:00:00Z,PT60M
14,0,0,2023-03-02T04:00:00Z,PT60M
14,0,0,2023-03-02T05:00:00Z,PT60M
14,0,0,2023-03-02T06:00:00Z,PT60M
13,0,0,2023-03-02T07:00:00Z,PT60M
13,0,0,2023-03-02T08:00:00Z,PT60M
13,0,0,2023-03-02T09:00:00Z,PT60M
13,0,0,2023-03-02T10:00:00Z,PT60M
13,0,0,2023-03-02T11:00:00Z,PT60M
13,0,14,2023-03-02T12:00:00Z,PT60M
13,15,154,2023-03-02T13:00:00Z,PT60M
14,85,280,2023-03-02T14:00:00Z,PT60M
16,0,328,2023-03-02T15:00:00Z,PT60M
18,14,404,2023-03-02T16:00:00Z,PT60M
18,0,317,2023-03-02T17:00:00Z,PT60M
18,0,394,2023-03-02T18:00:00Z,PT60M
18,0,362,2023-03-02T19:00:00Z,PT60M
18,11,490,2023-03-02T20:00:00Z,PT60M
18,0,248,2023-03-02T21:00:00Z,PT60M
17,0,114,2023-03-02T22:00:00Z,PT60M
16,0,44,2023-03-02T23:00:00Z,PT60M
16,0,4,2023-03-03T00:00:00Z,PT60M
15,0,0,2023-03-03T01:00:00Z,PT60M
14,0,0,2023-03-03T02:00:00Z,PT60M
14,0,0,2023-03-03T03:00:00Z,PT60M
14,0,0,2023-03-03T04:00:00Z,PT60M
15,0,0,2023-03-03T05:00:00Z,PT60M
15,0,0,2023-03-03T06:00:00Z,PT60M
14,0,0,2023-03-03T07:00:00Z,PT60M
14,0,0,2023-03-03T08:00:00Z,PT60M
13,0,0,2023-03-03T09:00:00Z,PT60M
13,0,0,2023-03-03T10:00:00Z,PT60M
13,0,0,2023-03-03T11:00:00Z,PT60M
13,0,14,2023-03-03T12:00:00Z,PT60M
13,0,118,2023-03-03T13:00:00Z,PT60M
14,0,240,2023-03-03T14:00:00Z,PT60M
15,0,337,2023-03-03T15:00:00Z,PT60M
16,0,401,2023-03-03T16:00:00Z,PT60M
17,0,259,2023-03-03T17:00:00Z,PT60M
18,0,217,2023-03-03T18:00:00Z,PT60M
18,0,139,2023-03-03T19:00:00Z,PT60M
18,69,486,2023-03-03T20:00:00Z,PT60M
18,50,422,2023-03-03T21:00:00Z,PT60M
18,23,276,2023-03-03T22:00:00Z,PT60M
17,9,103,2023-03-03T23:00:00Z,PT60M
16,0,5,2023-03-04T00:00:00Z,PT60M
16,0,0,2023-03-04T01:00:00Z,PT60M
15,0,0,2023-03-04T02:00:00Z,PT60M
15,0,0,2023-03-04T03:00:00Z,PT60M
14,0,0,2023-03-04T04:00:00Z,PT60M
15,0,0,2023-03-04T05:00:00Z,PT60M
14,0,0,2023-03-04T06:00:00Z,PT60M
14,0,0,2023-03-04T07:00:00Z,PT60M
14,0,0,2023-03-04T08:00:00Z,PT60M
14,0,0,2023-03-04T09:00:00Z,PT60M
13,0,0,2023-03-04T10:00:00Z,PT60M
13,0,0,2023-03-04T11:00:00Z,PT60M
13,0,17,2023-03-04T12:00:00Z,PT60M
13,0,87,2023-03-04T13:00:00Z,PT60M
14,0,135,2023-03-04T14:00:00Z,PT60M
15,0,224,2023-03-04T15:00:00Z,PT60M
16,0,203,2023-03-04T16:00:00Z,PT60M
18,4,454,2023-03-04T17:00:00Z,PT60M
18,0,293,2023-03-04T18:00:00Z,PT60M
19,1,478,2023-03-04T19:00:00Z,PT60M
19,77,549,2023-03-04T20:00:00Z,PT60M
19,0,383,2023-03-04T21:00:00Z,PT60M
18,19,269,2023-03-04T22:00:00Z,PT60M
16,0,79,2023-03-04T23:00:00Z,PT60M
15,0,3,2023-03-05T00:00:00Z,PT60M
15,0,0,2023-03-05T01:00:00Z,PT60M
15,0,0,2023-03-05T02:00:00Z,PT60M
14,0,0,2023-03-05T03:00:00Z,PT60M
14,0,0,2023-03-05T04:00:00Z,PT60M
14,0,0,2023-03-05T05:00:00Z,PT60M
13,0,0,2023-03-05T06:00:00Z,PT60M
13,0,0,2023-03-05T07:00:00Z,PT60M
13,0,0,2023-03-05T08:00:00Z,PT60M
13,0,0,2023-03-05T09:00:00Z,PT60M
13,0,0,2023-03-05T10:00:00Z,PT60M
13,0,0,2023-03-05T11:00:00Z,PT60M
13,0,18,2023-03-05T12:00:00Z,PT60M
13,0,140,2023-03-05T13:00:00Z,PT60M
14,15,281,2023-03-05T14:00:00Z,PT60M
15,0,320,2023-03-05T15:00:00Z,PT60M
16,0,464,2023-03-05T16:00:00Z,PT60M
17,15,570,2023-03-05T17:00:00Z,PT60M
17,0,400,2023-03-05T18:00:00Z,PT60M
17,15,534,2023-03-05T19:00:00Z,PT60M
16,0,343,2023-03-05T20:00:00Z,PT60M
16,41,395,2023-03-05T21:00:00Z,PT60M
16,13,267,2023-03-05T22:00:00Z,PT60M
15,0,98,2023-03-05T23:00:00Z,PT60M
14,0,4,2023-03-06T00:00:00Z,PT60M
14,0,0,2023-03-06T01:00:00Z,PT60M
13,0,0,2023-03-06T02:00:00Z,PT60M
13,0,0,2023-03-06T03:00:00Z,PT60M
13,0,0,2023-03-06T04:00:00Z,PT60M
12,0,0,2023-03-06T05:00:00Z,PT60M
12,0,0,2023-03-06T06:00:00Z,PT60M
13,0,0,2023-03-06T07:00:00Z,PT60M
13,0,0,2023-03-06T08:00:00Z,PT60M
13,0,0,2023-03-06T09:00:00Z,PT60M
13,0,0,2023-03-06T10:00:00Z,PT60M
12,0,0,2023-03-06T11:00:00Z,PT60M
13,0,17,2023-03-06T12:00:00Z,PT60M
13,10,150,2023-03-06T13:00:00Z,PT60M
14,86,330,2023-03-06T14:00:00Z,PT60M
15,8,415,2023-03-06T15:00:00Z,PT60M
16,67,555,2023-03-06T16:00:00Z,PT60M
17,0,477,2023-03-06T17:00:00Z,PT60M
17,29,534,2023-03-06T18:00:00Z,PT60M
17,6,490,2023-03-06T19:00:00Z,PT60M
17,207,630,2023-03-06T20:00:00Z,PT60M
17,0,372,2023-03-06T21:00:00Z,PT60M
16,35,257,2023-03-06T22:00:00Z,PT60M
15,4,99,2023-03-06T23:00:00Z,PT60M
15,0,3,2023-03-07T00:00:00Z,PT60M
15,0,0,2023-03-07T01:00:00Z,PT60M
14,0,0,2023-03-07T02:00:00Z,PT60M
13,0,0,2023-03-07T03:00:00Z,PT60M
12,0,0,2023-03-07T04:00:00Z,PT60M
12,0,0,2023-03-07T05:00:00Z,PT60M
11,0,0,2023-03-07T06:00:00Z,PT60M
11,0,0,2023-03-07T07:00:00Z,PT60M
11,0,0,2023-03-07T08:00:00Z,PT60M
12,0,0,2023-03-07T09:00:00Z,PT60M
11,0,0,2023-03-07T10:00:00Z,PT60M
10,0,0,2023-03-07T11:00:00Z,PT60M
10,14,27,2023-03-07T12:00:00Z,PT60M
11,0,144,2023-03-07T13:00:00Z,PT60M
13,0,272,2023-03-07T14:00:00Z,PT60M
14,0,280,2023-03-07T15:00:00Z,PT60M
15,0,267,2023-03-07T16:00:00Z,PT60M
16,0,309,2023-03-07T17:00:00Z,PT60M
17,0,275,2023-03-07T18:00:00Z,PT60M
16,0,234,2023-03-07T19:00:00Z,PT60M
16,0,291,2023-03-07T20:00:00Z,PT60M
16,0,164,2023-03-07T21:00:00Z,PT60M
15,0,128,2023-03-07T22:00:00Z,PT60M
14,0,46,2023-03-07T23:00:00Z,PT60M
13,0,4,2023-03-08T00:00:00Z,PT60M
13,0,0,2023-03-08T01:00:00Z,PT60M
13,0,0,2023-03-08T02:00:00Z,PT60M
13,0,0,2023-03-08T03:00:00Z,PT60M
13,0,0,2023-03-08T04:00:00Z,PT60M
13,0,0,2023-03-08T05:00:00Z,PT60M
12,0,0,2023-03-08T06:00:00Z,PT60M
12,0,0,2023-03-08T07:00:00Z,PT60M
12,0,0,2023-03-08T08:00:00Z,PT60M
12,0,0,2023-03-08T09:00:00Z,PT60M
11,0,0,2023-03-08T10:00:00Z,PT60M
11,0,0,2023-03-08T11:00:00Z,PT60M
11,6,26,2023-03-08T12:00:00Z,PT60M
12,187,206,2023-03-08T13:00:00Z,PT60M
14,232,398,2023-03-08T14:00:00Z,PT60M
16,299,586,2023-03-08T15:00:00Z,PT60M
18,308,719,2023-03-08T16:00:00Z,PT60M
19,54,443,2023-03-08T17:00:00Z,PT60M
19,0,103,2023-03-08T18:00:00Z,PT60M
19,0,84,2023-03-08T19:00:00Z,PT60M
18,4,348,2023-03-08T20:00:00Z,PT60M
17,121,473,2023-03-08T21:00:00Z,PT60M
15,0,186,2023-03-08T22:00:00Z,PT60M
13,0,38,2023-03-08T23:00:00Z,PT60M
13,0,4,2023-03-09T00:00:00Z,PT60M
13,0,0,2023-03-09T01:00:00Z,PT60M
13,0,0,2023-03-09T02:00:00Z,PT60M
13,0,0,2023-03-09T03:00:00Z,PT60M
13,0,0,2023-03-09T04:00:00Z,PT60M
13,0,0,2023-03-09T05:00:00Z,PT60M
13,0,0,2023-03-09T06:00:00Z,PT60M
13,0,0,2023-03-09T07:00:00Z,PT60M
12,0,0,2023-03-09T08:00:00Z,PT60M
12,0,0,2023-03-09T09:00:00Z,PT60M
12,0,0,2023-03-09T10:00:00Z,PT60M
12,0,0,2023-03-09T11:00:00Z,PT60M
12,0,20,2023-03-09T12:00:00Z,PT60M
12,0,145,2023-03-09T13:00:00Z,PT60M
13,0,222,2023-03-09T14:00:00Z,PT60M
13,0,278,2023-03-09T15:00:00Z,PT60M
14,0,202,2023-03-09T16:00:00Z,PT60M
14,0,253,2023-03-09T17:00:00Z,PT60M
14,0,157,2023-03-09T18:00:00Z,PT60M
15,0,95,2023-03-09T19:00:00Z,PT60M
15,0,42,2023-03-09T20:00:00Z,PT60M
13,0,57,2023-03-09T21:00:00Z,PT60M
13,0,74,2023-03-09T22:00:00Z,PT60M
13,0,30,2023-03-09T23:00:00Z,PT60M
13,0,3,2023-03-10T00:00:00Z,PT60M
12,0,0,2023-03-10T01:00:00Z,PT60M
12,0,0,2023-03-10T02:00:00Z,PT60M
12,0,0,2023-03-10T03:00:00Z,PT60M
12,0,0,2023-03-10T04:00:00Z,PT60M
12,0,0,2023-03-10T05:00:00Z,PT60M
11,0,0,2023-03-10T06:00:00Z,PT60M
11,0,0,2023-03-10T07:00:00Z,PT60M
11,0,0,2023-03-10T08:00:00Z,PT60M
11,0,0,2023-03-10T09:00:00Z,PT60M
11,0,0,2023-03-10T10:00:00Z,PT60M
10,0,0,2023-03-10T11:00:00Z,PT60M
11,0,23,2023-03-10T12:00:00Z,PT60M
11,199,205,2023-03-10T13:00:00Z,PT60M
12,678,512,2023-03-10T14:00:00Z,PT60M
14,588,683,2023-03-10T15:00:00Z,PT60M
16,531,818,2023-03-10T16:00:00Z,PT60M
17,491,886,2023-03-10T17:00:00Z,PT60M
18,176,752,2023-03-10T18:00:00Z,PT60M
18,180,706,2023-03-10T19:00:00Z,PT60M
17,74,567,2023-03-10T20:00:00Z,PT60M
16,0,307,2023-03-10T21:00:00Z,PT60M
14,0,89,2023-03-10T22:00:00Z,PT60M
13,0,35,2023-03-10T23:00:00Z,PT60M
13,0,2,2023-03-11T00:00:00Z,PT60M
13,0,0,2023-03-11T01:00:00Z,PT60M
13,0,0,2023-03-11T02:00:00Z,PT60M
12,0,0,2023-03-11T03:00:00Z,PT60M
12,0,0,2023-03-11T04:00:00Z,PT60M
12,0,0,2023-03-11T05:00:00Z,PT60M
12,0,0,2023-03-11T06:00:00Z,PT60M
12,0,0,2023-03-11T07:00:00Z,PT60M
11,0,0,2023-03-11T08:00:00Z,PT60M
11,0,0,2023-03-11T09:00:00Z,PT60M
11,0,0,2023-03-11T10:00:00Z,PT60M
11,0,0,2023-03-11T11:00:00Z,PT60M
11,0,15,2023-03-11T12:00:00Z,PT60M
11,0,75,2023-03-11T13:00:00Z,PT60M
11,0,118,2023-03-11T14:00:00Z,PT60M
12,0,198,2023-03-11T15:00:00Z,PT60M
12,0,231,2023-03-11T16:00:00Z,PT60M
13,0,348,2023-03-11T17:00:00Z,PT60M
13,0,366,2023-03-11T18:00:00Z,PT60M
13,0,350,2023-03-11T19:00:00Z,PT60M
13,0,300,2023-03-11T20:00:00Z,PT60M
13,0,223,2023-03-11T21:00:00Z,PT60M
13,0,132,2023-03-11T22:00:00Z,PT60M
12,0,47,2023-03-11T23:00:00Z,PT60M
12,0,2,2023-03-12T00:00:00Z,PT60M
12,0,0,2023-03-12T01:00:00Z,PT60M
12,0,0,2023-03-12T02:00:00Z,PT60M
12,0,0,2023-03-12T03:00:00Z,PT60M
12,0,0,2023-03-12T04:00:00Z,PT60M
12,0,0,2023-03-12T05:00:00Z,PT60M
12,0,0,2023-03-12T06:00:00Z,PT60M
12,0,0,2023-03-12T07:00:00Z,PT60M
12,0,0,2023-03-12T08:00:00Z,PT60M
11,0,0,2023-03-12T09:00:00Z,PT60M
11,0,0,2023-03-12T10:00:00Z,PT60M
11,0,0,2023-03-12T11:00:00Z,PT60M
11,0,16,2023-03-12T12:00:00Z,PT60M
11,0,83,2023-03-12T13:00:00Z,PT60M
12,0,290,2023-03-12T14:00:00Z,PT60M
14,13,468,2023-03-12T15:00:00Z,PT60M
15,10,565,2023-03-12T16:00:00Z,PT60M
16,214,771,2023-03-12T17:00:00Z,PT60M
17,5,547,2023-03-12T18:00:00Z,PT60M
17,0,351,2023-03-12T19:00:00Z,PT60M
17,0,363,2023-03-12T20:00:00Z,PT60M
16,0,282,2023-03-12T21:00:00Z,PT60M
14,0,160,2023-03-12T22:00:00Z,PT60M
13,5,105,2023-03-12T23:00:00Z,PT60M
13,0,2,2023-03-13T00:00:00Z,PT60M
13,0,0,2023-03-13T01:00:00Z,PT60M
13,0,0,2023-03-13T02:00:00Z,PT60M
13,0,0,2023-03-13T03:00:00Z,PT60M
13,0,0,2023-03-13T04:00:00Z,PT60M
12,0,0,2023-03-13T05:00:00Z,PT60M
12,0,0,2023-03-13T06:00:00Z,PT60M
12,0,0,2023-03-13T07:00:00Z,PT60M
12,0,0,2023-03-13T08:00:00Z,PT60M
12,0,0,2023-03-13T09:00:00Z,PT60M
11,0,0,2023-03-13T10:00:00Z,PT60M
11,0,0,2023-03-13T11:00:00Z,PT60M
11,0,10,2023-03-13T12:00:00Z,PT60M
12,0,38,2023-03-13T13:00:00Z,PT60M
13,0,168,2023-03-13T14:00:00Z,PT60M
14,0,207,2023-03-13T15:00:00Z,PT60M
14,0,440,2023-03-13T16:00:00Z,PT60M
14,165,730,2023-03-13T17:00:00Z,PT60M
15,79,696,2023-03-13T18:00:00Z,PT60M
15,223,742,2023-03-13T19:00:00Z,PT60M
16,139,612,2023-03-13T20:00:00Z,PT60M
16,0,362,2023-03-13T21:00:00Z,PT60M
15,121,293,2023-03-13T22:00:00Z,PT60M
14,114,133,2023-03-13T23:00:00Z,PT60M
14,0,3,2023-03-14T00:00:00Z,PT60M
13,0,0,2023-03-14T01:00:00Z,PT60M
12,0,0,2023-03-14T02:00:00Z,PT60M
12,0,0,2023-03-14T03:00:00Z,PT60M
12,0,0,2023-03-14T04:00:00Z,PT60M
11,0,0,2023-03-14T05:00:00Z,PT60M
11,0,0,2023-03-14T06:00:00Z,PT60M
10,0,0,2023-03-14T07:00:00Z,PT60M
10,0,0,2023-03-14T08:00:00Z,PT60M
10,0,0,2023-03-14T09:00:00Z,PT60M
11,0,0,2023-03-14T10:00:00Z,PT60M
11,0,0,2023-03-14T11:00:00Z,PT60M
11,0,11,2023-03-14T12:00:00Z,PT60M
11,0,63,2023-03-14T13:00:00Z,PT60M
12,0,153,2023-03-14T14:00:00Z,PT60M
13,0,332,2023-03-14T15:00:00Z,PT60M
14,0,502,2023-03-14T16:00:00Z,PT60M
15,32,617,2023-03-14T17:00:00Z,PT60M
16,59,659,2023-03-14T18:00:00Z,PT60M
15,0,200,2023-03-14T19:00:00Z,PT60M
15,82,441,2023-03-14T20:00:00Z,PT60M
15,47,447,2023-03-14T21:00:00Z,PT60M
15,9,213,2023-03-14T22:00:00Z,PT60M
13,0,54,2023-03-14T23:00:00Z,PT60M
13,0,1,2023-03-15T00:00:00Z,PT60M
12,0,0,2023-03-15T01:00:00Z,PT60M
12,0,0,2023-03-15T02:00:00Z,PT60M
11,0,0,2023-03-15T03:00:00Z,PT60M
11,0,0,2023-03-15T04:00:00Z,PT60M
12,0,0,2023-03-15T05:00:00Z,PT60M
12,0,0,2023-03-15T06:00:00Z,PT60M
11,0,0,2023-03-15T07:00:00Z,PT60M
11,0,0,2023-03-15T08:00:00Z,PT60M
11,0,0,2023-03-15T09:00:00Z,PT60M
10,0,0,2023-03-15T10:00:00Z,PT60M
10,0,0,2023-03-15T11:00:00Z,PT60M
10,0,18,2023-03-15T12:00:00Z,PT60M
10,0,75,2023-03-15T13:00:00Z,PT60M
11,0,126,2023-03-15T14:00:00Z,PT60M
11,0,215,2023-03-15T15:00:00Z,PT60M
11,0,325,2023-03-15T16:00:00Z,PT60M
12,0,486,2023-03-15T17:00:00Z,PT60M
14,0,450,2023-03-15T18:00:00Z,PT60M
14,0,420,2023-03-15T19:00:00Z,PT60M
14,0,260,2023-03-15T20:00:00Z,PT60M
14,0,169,2023-03-15T21:00:00Z,PT60M
14,0,118,2023-03-15T22:00:00Z,PT60M
13,0,67,2023-03-15T23:00:00Z,PT60M
13,0,3,2023-03-16T00:00:00Z,PT60M
12,0,0,2023-03-16T01:00:00Z,PT60M
12,0,0,2023-03-16T02:00:00Z,PT60M
11,0,0,2023-03-16T03:00:00Z,PT60M
10,0,0,2023-03-16T04:00:00Z,PT60M
10,0,0,2023-03-16T05:00:00Z,PT60M
10,0,0,2023-03-16T06:00:00Z,PT60M
11,0,0,2023-03-16T07:00:00Z,PT60M
11,0,0,2023-03-16T08:00:00Z,PT60M
11,0,0,2023-03-16T09:00:00Z,PT60M
10,0,0,2023-03-16T10:00:00Z,PT60M
9,0,0,2023-03-16T11:00:00Z,PT60M
10,90,37,2023-03-16T12:00:00Z,PT60M
10,552,265,2023-03-16T13:00:00Z,PT60M
12,747,534,2023-03-16T14:00:00Z,PT60M
14,561,689,2023-03-16T15:00:00Z,PT60M
15,523,817,2023-03-16T16:00:00Z,PT60M
16,115,698,2023-03-16T17:00:00Z,PT60M
16,0,444,2023-03-16T18:00:00Z,PT60M
17,2,484,2023-03-16T19:00:00Z,PT60M
16,0,229,2023-03-16T20:00:00Z,PT60M
16,0,205,2023-03-16T21:00:00Z,PT60M
15,0,111,2023-03-16T22:00:00Z,PT60M
13,0,54,2023-03-16T23:00:00Z,PT60M
13,0,1,2023-03-17T00:00:00Z,PT60M
12,0,0,2023-03-17T01:00:00Z,PT60M
12,0,0,2023-03-17T02:00:00Z,PT60M
12,0,0,2023-03-17T03:00:00Z,PT60M
11,0,0,2023-03-17T04:00:00Z,PT60M
11,0,0,2023-03-17T05:00:00Z,PT60M
12,0,0,2023-03-17T06:00:00Z,PT60M
12,0,0,2023-03-17T07:00:00Z,PT60M
12,0,0,2023-03-17T08:00:00Z,PT60M
12,0,0,2023-03-17T09:00:00Z,PT60M
12,0,0,2023-03-17T10:00:00Z,PT60M
11,0,0,2023-03-17T11:00:00Z,PT60M
12,158,43,2023-03-17T12:00:00Z,PT60M
12,665,279,2023-03-17T13:00:00Z,PT60M
13,664,510,2023-03-17T14:00:00Z,PT60M
15,867,776,2023-03-17T15:00:00Z,PT60M
16,726,890,2023-03-17T16:00:00Z,PT60M
17,745,990,2023-03-17T17:00:00Z,PT60M
18,638,971,2023-03-17T18:00:00Z,PT60M
17,128,590,2023-03-17T19:00:00Z,PT60M
17,0,247,2023-03-17T20:00:00Z,PT60M
17,30,370,2023-03-17T21:00:00Z,PT60M
